Data;Tipo;Voce;Descrizione;Importo;Conto
13/08/2025;Costi;INVESTIMENTI - Crypto;Bifinity;15,00 €; CartaDiCredito
14/08/2025;Costi;HOBBY - Calcio Napoli;Abbonamento Napoli;201,59 €; Unicredit
14/08/2025;Costi;VACANZE;Lido Berlino;43,00 €; Unicredit
14/08/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,10 €; Revolut
14/08/2025;Costi;VACANZE;NON SOLO PANE;8,00 €; CartaDiCredito
14/08/2025;Costi;VACANZE;DONNARUMMA BEACH SRLS;55,00 €; CartaDiCredito
15/08/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,09 €; Revolut
16/08/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,10 €; Revolut
16/08/2025;Costi;VACANZE;HOTEL CLUB SANTA SABIN;19,50 €; CartaDiCredito
16/08/2025;Costi;VACANZE;HOTEL CLUB SANTA SABIN;2,80 €; CartaDiCredito
16/08/2025;Costi;INVESTIMENTI - Crypto;Bifinity;10,00 €; CartaDiCredito
17/08/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,10 €; Revolut
17/08/2025;Costi;VACANZE;HOTEL CLUB SANTA SABIN;4,10 €; CartaDiCredito
18/08/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,10 €; Revolut
18/08/2025;Ricavi;;Google Pay top-up by *3035;20,00 €; Revolut
18/08/2025;Costi;INVESTIMENTI - SCC;Revolut**6063*;20,00 €; CartaDiCredito
18/08/2025;Costi;VACANZE;JUST SMILE;14,00 €; CartaDiCredito
19/08/2025;Costi;VACANZE;HoteL Torre Santa Sabina;1,30 €; Unicredit
19/08/2025;Ricavi;Proventi Primo Pilastro;Interest earned - Primo Pilastro - Fondo Emergenza;0,10 €; Revolut
19/08/2025;Costi;INVESTIMENTI - SCC;PayPal;31,55 €; Revolut
19/08/2025;Ricavi;INVESTIMENTI - SCC;Microgame Www,;12,10 €; Revolut
19/08/2025;Costi;INVESTIMENTI - SCC;Revolut**6063*;19,00 €; CartaDiCredito
19/08/2025;Costi;INVESTIMENTI - SCC;Revolut**6063*;30,00 €; CartaDiCredito
